Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Transmembrane Helices,Signal Peptides,Scaffold External Accession,Scaffold GC %,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term
638209716,YDR182W-A,Identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YDR182W-A,NP_878063,chromosome IV,829148,829351,+,CDS,No,No,,1,,NC_001136,0.38,,pfam13593===SBF_like,,,"KO:K14347===SLC10A7, P7===solute carrier family 10 (sodium/bile acid cotransporter), member 7",
638209699,YDR169C-A,Identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YDR169C-A,NP_878062,chromosome IV,794571,794720,-,CDS,No,No,,,,NC_001136,0.38,,,,,,
638209532,YDR003W-A,Identified by expression profiling and mass spectrometry,638208609,Saccharomyces cerevisiae S288C,1,YDR003W-A,NP_878061,chromosome IV,454779,454901,+,CDS,No,No,,,,NC_001136,0.38,,,,,,
638209375,YDL160C-A,Putative protein of unknown function,638208609,Saccharomyces cerevisiae S288C,1,MHF2,NP_878060,chromosome IV,169367,169609,-,CDS,No,No,,,,NC_001136,0.38,,pfam09415===CENP-X,,,,
638209293,YCR108C,Putative protein of unknown function; identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,TEL03R-TR,NP_878059,chromosome III,315994,316185,-,CDS,No,No,,,,NC_001135,0.39,,,,,,
638209262,YCR075W-A,Putative protein of unknown function; identified by homology to Ashbya gossypii,638208609,Saccharomyces cerevisiae S288C,1,YCR075W-A,NP_878058,chromosome III,248972,249199,+,CDS,No,No,,,,NC_001135,0.39,,pfam11503===DUF3215,,,,
638209215,YCR024C-B,Putative protein of unknown function; identified by expression profiling and mass spectrometry,638208609,Saccharomyces cerevisiae S288C,1,YCR024C-B,NP_878057,chromosome III,162595,162861,-,CDS,No,No,,2,,NC_001135,0.39,,,,,,
638209117,YBR298C-A,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YGR291C,NP_878056,chromosome II,805029,805250,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638209114,YBR296C-A,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YBR296C-A,NP_878055,chromosome II,800117,800236,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638209040,YBR221W-A,Putative protein of unknown function; identified by expression profiling and mass spectrometry,638208609,Saccharomyces cerevisiae S288C,1,YBR221W-A,NP_878054,chromosome II,666533,666637,+,CDS,No,No,,,,NC_001134,0.38,,,,,,
638209017,YBR200W-A,Putative protein of unknown function; identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YBR200W-A,NP_878053,chromosome II,622978,623142,+,CDS,No,No,,,,NC_001134,0.38,,,,,,
638209012,YBR196C-B,Putative protein of unknown function; identified by expression profiling and mass spectrometry,638208609,Saccharomyces cerevisiae S288C,1,YBR196C-B,NP_878052,chromosome II,614521,614625,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638209011,YBR196C-A,Putative protein of unknown function; identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YBR196C-A,NP_878051,chromosome II,614019,614168,-,CDS,No,No,,1,,NC_001134,0.38,,,,,,
638208997,YBR182C-A,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YBR182C-A,NP_878050,chromosome II,595356,595550,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208931,YBR111W-A,Protein involved in mRNA export coupled transcription activation; component of the SAGA histone acetylase complex,638208609,Saccharomyces cerevisiae S288C,1,SUS1,NP_878049,chromosome II,462133,462573,+,CDS,No,No,,,,NC_001134,0.38,,pfam10163===EnY2,,,"KO:K11368===ENY2, DC6, SUS1===enhancer of yellow 2 transcription factor",
638208890,YBR072C-A,Identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YBR072C-A,NP_878048,chromosome II,382855,383016,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208803,YBL008W-A,Identified by fungal homology and RT-PCR,638208609,Saccharomyces cerevisiae S288C,1,YBL008W-A,NP_878046,chromosome II,209412,209651,+,CDS,No,No,,,1,NC_001134,0.38,,,,,,
638208769,YBL039W-B,Putative protein of unknown function,638208609,Saccharomyces cerevisiae S288C,1,YBL039W-B,NP_878045,chromosome II,143396,143575,+,CDS,No,No,,1,,NC_001134,0.38,,,,,,
638208740,YBL071C-B,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YBL071C-B,NP_878044,chromosome II,89456,89554,-,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208711,YBL100W-C,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YBL100W-C,NP_878043,chromosome II,28427,28546,+,CDS,No,No,,,,NC_001134,0.38,,,,,,
638208692,YAR035C-A,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YAR035C-A,NP_878042,chromosome I,192331,192411,-,CDS,No,No,,,,NC_001133,0.39,,,,,,
638208631,YAL037C-A,Identified by SAGE,638208609,Saccharomyces cerevisiae S288C,1,YAL037C-A,NP_878040,chromosome I,73427,73519,-,CDS,No,No,,,,NC_001133,0.39,,,,,,
638208607,YAL063C-A,Identified by expression profiling and mass spectrometry,638208609,Saccharomyces cerevisiae S288C,1,YAL063C-A,NP_878039,chromosome I,22397,22687,-,CDS,No,No,,,,NC_001133,0.39,,,,,,
638208601,YAL067W-A,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",638208609,Saccharomyces cerevisiae S288C,1,YAL067W-A,NP_878038,chromosome I,2480,2707,+,CDS,No,No,,,,NC_001133,0.39,,,,,,
638210367,YER180C-A,"Protein interacting with Arl3p, which is a GTPase of the Ras superfamily involved in vesicle-tethering at the Golgi; putative ortholog of human SCOCO",638208609,Saccharomyces cerevisiae S288C,1,SLO1,NP_796378,chromosome V,550860,551117,-,CDS,No,No,,,,NC_001137,0.39,,pfam10224===DUF2205,,,,
638212570,YLR161W,"Note: YLR156W, YLR159W, and YLR161W are identical.",638208609,Saccharomyces cerevisiae S288C,1,YLR161W,NP_757339,chromosome XII,488998,489342,+,CDS,No,No,,,,NC_001144,0.38,,,,,,
638212566,YLR159W,"Note: YLR156W, YLR159W, and YLR161W are identical.",638208609,Saccharomyces cerevisiae S288C,1,YLR161W,NP_757338,chromosome XII,485346,485690,+,CDS,No,No,,,,NC_001144,0.38,,,,,,
638212555,YLR156W,"YLR156W, YLR159W, and YLR161W are three identical open reading frames encoded near the ribosomal DNA region of chromosome 12.",638208609,Saccharomyces cerevisiae S288C,1,YLR161W,NP_757337,chromosome XII,472114,472458,+,CDS,No,No,,,,NC_001144,0.38,,,,,,
638209859,YDR320C-A,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",638208609,Saccharomyces cerevisiae S288C,1,DAD4,NP_710144,chromosome IV,1108277,1108495,-,CDS,No,No,,,,NC_001136,0.38,,pfam08650===DASH_Dad4,,,"KO:K11569===DAD4, HSK2===DASH complex subunit DAD4",
638214664,YPR036W-A,Ypr036w-ap,638208609,Saccharomyces cerevisiae S288C,1,YPR036W-A,NP_690847,chromosome XVI,645947,646150,+,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214533,YPL096C-A,Endoplasmic reticulum membrane protein that binds to and inhibits GTP-bound Ras2p at the ER; component of the GPI-GnT complex which catalyzes the first step in GPI-anchor biosynthesis; probable homolog of mammalian PIG-Y protein,638208609,Saccharomyces cerevisiae S288C,1,ERI1,NP_690846,chromosome XVI,366526,366732,-,CDS,No,No,,2,,NC_001148,0.38,,,,,KO:K11002===ERI1===GPI-N-acetylglucosaminyltransferase,
638212533,YLR154W-C,"Mitochondrial protein of unknown function, overexpression suppresses an rpo41 mutation affecting mitochondrial RNA polymerase; encoded within the 25S rRNA gene on the opposite strand",638208609,Saccharomyces cerevisiae S288C,1,TAR1,NP_690845,chromosome XII,454697,455071,+,CDS,No,No,,,,NC_001144,0.38,,,,,,
638212064,YKL138C-A,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",638208609,Saccharomyces cerevisiae S288C,1,HSK3,NP_690844,chromosome XI,184808,185017,-,CDS,No,No,,,,NC_001143,0.38,,pfam08227===DASH_Hsk3,,,KO:K11571===HSK3===DASH complex subunit HSK3,
638210506,YFR048W,Cytosolic protein required for sporulation,638208609,Saccharomyces cerevisiae S288C,1,RMD8,NP_683716,chromosome VI,246133,248121,+,CDS,No,No,,1,,NC_001138,0.39,"COG1723===Uncharacterized protein, Rmd1/YagE family",pfam02582===DUF155,,,,
638210422,YFL023W,"Protein involved in bud-site selection, nutrient signaling, and gene expression controlled by the TOR kinase; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",638208609,Saccharomyces cerevisiae S288C,1,BUD27,NP_683715,chromosome VI,90984,93374,+,CDS,No,No,,,,NC_001138,0.39,,pfam02996===Prefoldin<<>>pfam12927===DUF3835,,,KO:K17560===URI1===unconventional prefoldin RPB5 interactor 1,
638208741,YBL071W-A,"Protein required for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); functions with Dph1p, Dph2p, Jjj3p, and Dph5p; may act in a complex with Dph1p and Dph2p",638208609,Saccharomyces cerevisiae S288C,1,KTI11,NP_660100,chromosome II,89976,90224,+,CDS,No,No,,,,NC_001134,0.38,,pfam05207===zf-CSL,,,"KO:K15455===KTI11, DPH3===diphthamide biosynthesis protein 3",
638209052,YBR233W-A,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",638208609,Saccharomyces cerevisiae S288C,1,DAD3,NP_631876,chromosome II,684972,685256,+,CDS,No,No,,,,NC_001134,0.38,,pfam08656===DASH_Dad3,,,KO:K11568===DAD3===DASH complex subunit DAD3,
638214295,YOR343W-A,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,638208609,Saccharomyces cerevisiae S288C,1,TY2A-OR2,NP_620390,chromosome XV,970575,971891,+,CDS,No,No,,,,NC_001147,0.38,,pfam01021===TYA,,,,
638214294,YOR343W-B,Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B,638208609,Saccharomyces cerevisiae S288C,1,TY2B-OR2,NP_620389,chromosome XV,970575,975888,+,CDS,No,No,,,,NC_001147,0.38,,pfam07727===RVT_2<<>>pfam13976===gag_pre-integrs<<>>pfam01021===TYA<<>>pfam00665===rve,,,,3785===Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B
638209744,YDR210C-C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,638208609,Saccharomyces cerevisiae S288C,1,TY1A-GR3,NP_620388,chromosome IV,882602,883924,-,CDS,No,No,,,,NC_001136,0.38,,pfam01021===TYA,,,,
638209743,YDR210C-D,Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B,638208609,Saccharomyces cerevisiae S288C,1,TY1B-GR2,NP_620387,chromosome IV,878656,883924,-,CDS,No,No,,,,NC_001136,0.38,,pfam07727===RVT_2<<>>pfam01021===TYA<<>>pfam00665===rve,,,,3785===Ty1 transposon peptidase. Aspartic peptidase. MEROPS family A11B
638210505,YFR047C,nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19),638208609,Saccharomyces cerevisiae S288C,1,BNA6,NP_602317,chromosome VI,244266,245153,-,CDS,No,No,,,,NC_001138,0.39,COG0157===Nicotinate-nucleotide pyrophosphorylase,pfam02749===QRPTase_N<<>>pfam01729===QRPTase_C,TIGR00078===nicotinate-nucleotide pyrophosphorylase,EC:2.4.2.19===Nicotinate-nucleotide diphosphorylase (carboxylating).,"KO:K00767===nadC, QPRT===nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]",563===nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19)
638210436,YFL010C,"WW domain containing protein of unknown function; binds to Mca1p, a caspase-related protease that regulates H2O2-induced apoptosis; overexpression causes Gi phase growth arrest and clonal death that is suppressed by overexpression of MCA1",638208609,Saccharomyces cerevisiae S288C,1,WWM1,NP_570898,chromosome VI,115102,115737,-,CDS,No,No,,,,NC_001138,0.39,,pfam00397===WW,,,,
638210473,YFR021W,"Phosphatidylinositol 3,5-bisphosphate-binding protein of the vacuolar membrane, predicted to fold as a seven-bladed beta-propeller; required for recycling of Atg9p through the pre-autophagosomal structure",638208609,Saccharomyces cerevisiae S288C,1,ATG18,NP_444297,chromosome VI,194800,196302,+,CDS,No,No,,,,NC_001138,0.39,,pfam00400===WD40,,,"KO:K17908===WIPI, ATG18===autophagy-related protein 18",
638210418,YFL027C,"GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p, Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport",638208609,Saccharomyces cerevisiae S288C,1,GYP8,NP_444296,chromosome VI,80417,81910,-,CDS,No,No,,,,NC_001138,0.39,,pfam00566===RabGAP-TBC,,,,
638210398,YFL047W,GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p,638208609,Saccharomyces cerevisiae S288C,1,RGD2,NP_428268,chromosome VI,40421,42565,+,CDS,No,No,,,,NC_001138,0.39,,pfam00611===FCH<<>>pfam00610===DEP<<>>pfam00620===RhoGAP,,,,
638212950,YML058W-A,"Protein involved in the Mec1p-mediated checkpoint pathway that responds to DNA damage or replication arrest, transcription is induced by DNA damage",638208609,Saccharomyces cerevisiae S288C,1,HUG1,NP_219498,chromosome XIII,158760,158966,+,CDS,No,No,,,,NC_001145,0.38,,,,,,
638210476,YFR024C-A,"Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization",638208609,Saccharomyces cerevisiae S288C,1,LSB3,NP_219497,chromosome VI,201948,203421,-,CDS,No,No,,,,NC_001138,0.39,COG2930===Lipid-binding SYLF domain,pfam04366===Ysc84<<>>pfam00018===SH3_1,,,,
638210247,YER074W-A,"Integral membrane protein required for ER to Golgi transport; localized to the Golgi, the ER, and COPII vesicles; interacts with Yip1p and Yif1p",638208609,Saccharomyces cerevisiae S288C,1,YOS1,NP_219496,chromosome V,307649,308119,+,CDS,No,No,,2,,NC_001137,0.39,,pfam08571===Yos1,,,,
638209925,YDR381C-A,"Protein of unknown function, localized to the mitochondrial outer membrane",638208609,Saccharomyces cerevisiae S288C,1,YDR381C-A,NP_219495,chromosome IV,1238304,1238842,-,CDS,No,No,,1,,NC_001136,0.38,,,,,,
638210513,YFR057W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,TEL06R-TR,NP_116715,chromosome VI,269048,269503,+,CDS,No,No,,,,NC_001138,0.39,,,,,,
638210512,YFR055W,cystathionine beta-lyase (EC 4.4.1.8),638208609,Saccharomyces cerevisiae S288C,1,IRC7,NP_116714,chromosome VI,264191,265213,+,CDS,No,No,,,,NC_001138,0.39,COG0626===Cystathionine beta-lyase/cystathionine gamma-synthase,pfam01053===Cys_Met_Meta_PP,"TIGR01324===cystathionine beta-lyase, bacterial",EC:4.4.1.8===Cystathionine beta-lyase.,KO:K01760===metC===cystathionine beta-lyase [EC:4.4.1.8],449===cystathionine beta-lyase (EC 4.4.1.8)
638210511,YFR053C,hexokinase (EC 2.7.1.1),638208609,Saccharomyces cerevisiae S288C,1,HXK1,NP_116711,chromosome VI,253579,255036,-,CDS,No,No,,,,NC_001138,0.39,COG5026===Hexokinase,pfam00349===Hexokinase_1<<>>pfam03727===Hexokinase_2,,EC:2.7.1.1===Hexokinase.,KO:K00844===HK===hexokinase [EC:2.7.1.1],1467===hexokinase (EC 2.7.1.1)
638210510,YFR052W,26S proteasome regulatory particle non-ATPase Rpn12p,638208609,Saccharomyces cerevisiae S288C,1,RPN12,NP_116710,chromosome VI,252492,253316,+,CDS,No,No,,,,NC_001138,0.39,,pfam10075===CSN8_PSD8_EIF3K,,,"KO:K03031===PSMD8, RPN12===26S proteasome regulatory subunit N12",5283===26S proteasome regulatory particle non-ATPase Rpn12p
638210509,YFR051C,"Delta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER",638208609,Saccharomyces cerevisiae S288C,1,RET2,NP_116709,chromosome VI,250150,251790,-,CDS,No,No,,,,NC_001138,0.39,,pfam01217===Clat_adaptor_s,,,,
638210508,YFR050C,proteasome subunit beta 7 (EC 3.4.25.1),638208609,Saccharomyces cerevisiae S288C,1,PRE4,NP_116708,chromosome VI,249053,249853,-,CDS,No,No,,,,NC_001138,0.39,"COG0638===20S proteasome, alpha and beta subunits",pfam00227===Proteasome,,EC:3.4.25.1===Proteasome endopeptidase complex.,KO:K02736===PSMB4===20S proteasome subunit beta 7 [EC:3.4.25.1],4636===proteasome subunit beta 7 (EC 3.4.25.1)
638210507,YFR049W,"Mitochondrial ribosomal protein of the small subunit, has similarity to human mitochondrial ribosomal protein MRP-S36",638208609,Saccharomyces cerevisiae S288C,1,YMR31,NP_116707,chromosome VI,248510,248881,+,CDS,No,No,,,,NC_001138,0.39,,pfam10937===S36_mt,,,KO:K17417===YMR31===small subunit ribosomal protein YMR-31,
638210504,YFR046C,"Kinetochore protein of unknown function; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by both Clb5-Cdk1 and, to a lesser extent, Clb2-Cdk1.",638208609,Saccharomyces cerevisiae S288C,1,CNN1,NP_116704,chromosome VI,243061,244146,-,CDS,No,No,,,,NC_001138,0.39,,,,,,
638210503,YFR045W,"Putative mitochondrial transport protein; null mutant is viable, exhibits decreased levels of chitin and normal resistance to calcofluor white",638208609,Saccharomyces cerevisiae S288C,1,YFR045W,NP_116703,chromosome VI,242129,242986,+,CDS,No,No,,,,NC_001138,0.39,,pfam00153===Mito_carr,,,,
638210502,YFR044C,carnosine dipeptidase II. Metallo peptidase. MEROPS family M20A,638208609,Saccharomyces cerevisiae S288C,1,YFR044C,NP_116702,chromosome VI,239979,241424,-,CDS,No,No,,,,NC_001138,0.39,COG0624===Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase,pfam07687===M20_dimer<<>>pfam01546===Peptidase_M20,,EC:3.4.13.-===Hydrolases. Acting on peptide bonds (peptidases). Dipeptidases.,KO:K15428===DUG1===Cys-Gly metallodipeptidase DUG1 [EC:3.4.13.-],3953===carnosine dipeptidase II. Metallo peptidase. MEROPS family M20A
638210501,YFR043C,hypothetical protein; null mutant displays increased levels of spontaneous Rad52 foci,638208609,Saccharomyces cerevisiae S288C,1,IRC6,NP_116701,chromosome VI,239101,239814,-,CDS,No,No,,,,NC_001138,0.39,,,,,,
638210500,YFR042W,Protein required for cell viability,638208609,Saccharomyces cerevisiae S288C,1,KEG1,NP_116700,chromosome VI,238445,239047,+,CDS,No,No,,4,,NC_001138,0.39,,,,,,
638210499,YFR041C,"Endoplasmic reticulum protein that may function as a cochaperone, as suggested by the presence of a DnaJ-like domain",638208609,Saccharomyces cerevisiae S288C,1,ERJ5,NP_116699,chromosome VI,237355,238242,-,CDS,No,No,,2,1,NC_001138,0.39,,pfam00226===DnaJ,,,,
